Item,Terms,Level,Tense,Suitable response categories,Direction,Context,Contributor,Date,AI-drafted,Reviewed/edited
My surroundings often make it hard to focus.,Distraction,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me are often cheerful and full of energy.,High spirits,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People I spend time with tend to focus on what's going well.,Positive focus,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My daily activities have an impact on the environment.,Impact on environment,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel like I matter in a way that is valued by others.,Sense of specialness,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have people I can rely on when I need help.,People to rely on,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am able to break tasks into smaller parts to make them more manageable.,Chunking tasks,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I see people engage in harmful behavior in my environment.,Harmful behavior,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have what I need to prepare healthy meals.,Preparing meals,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
"I regularly engage in creative activities like drawing, music, or writing.",Creative activities,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel connected to who I am and what matters to me.,In touch with self,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The things around me help me grow and improve as a person.,Enhancement,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Working in a team helps me feel more supported and productive.,Team work,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The people and structures around me help me stay ready for the unexpected.,Readiness for unexpected events,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My environment encourages conscious awareness of how I live and feel.,Conscious awareness,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have space to experience things that feel spiritual or mystical.,Mystical experiences,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have regular access to activities that feel personally rewarding.,Rewarding activity,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Light household tasks are manageable given my space and tools.,Light housework,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The people around me lift my mood when I feel low.,Boosting mood,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel satisfied with the healthcare services available to me.,Satisfaction with healthcare,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Life feels more complex than I can comfortably manage.,Complexity,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I'm surrounded by things that feel luxurious or indulgent.,Luxury,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Others rely on me in ways that make me feel trusted and capable.,Being relied on,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I'm sometimes encouraged to escape rather than face what's happening.,Escape,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can access extra-curricular activities that help me grow.,Extra-curricular activities,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Institutions and systems in my life shape my opportunities and limits.,Institutional influence,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The people around me help me stay grounded and focused.,Staying grounded,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My environment provides clear paths for moving forward.,Pathways,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Others help me focus on the positive parts of life.,Focus on positive,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My apartment or home supports comfort and wellbeing.,Apartment,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People near me make it hard to focus or avoid procrastination.,Procrastination,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I'm able to block out distractions when focusing on what matters.,Supression of competing activities,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Policies or government decisions affect how secure I feel.,Government,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am expected to take action when things need doing.,Action,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Doing laundry is manageable and supported by my living setup.,Laundry,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel spiritually supported or protected in a divine sense.,Devine support,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My life feels close to what I would consider ideal.,Ideal life,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My finances are stable enough for comfort and planning.,Financial stability,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The conditions I live in support a good life overall.,Good life conditions,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel supported in accepting and liking who I am.,Liking self,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am given space to acknowledge and manage my limitations.,Weakness,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me have clear expectations of me.,Expectations,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel comfortable expressing or responding to sexual interest.,Sexual interest,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My sexual performance is not hindered by my circumstances.,Sexual performance,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Daily living tasks are manageable in my current situation.,Daily living,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel in touch with something greater than myself.,Spirit,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I tend to eat for comfort when things feel off-balance.,Comfort eating,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have access to spaces for leisure or recreation.,Recreational facilities,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am prepared to handle unexpected events when they arise.,Unexpected events,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The people around me sometimes leave me feeling upset.,Upset,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I experience conflict in relationships that impacts me.,Relational conflict,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I'm given room to be patient when things take time.,Patience,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The setting allows space and comfort for kneeling or prayer.,Kneeling,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I usually feel well-rested given my sleep and environment.,Feeling well-rested,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I wake up feeling physically and mentally fresh.,Feeling fresh,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can recover my energy quickly when needed.,Quick recharge,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The mood around me often brings me down.,Ill-humour,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel like I'm always struggling to keep up.,Struggling,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am encouraged to stay aware of what's happening in the moment.,Present-moment awareness,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Interactions around me are cheerful and lift my mood.,Cheerful interaction,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My setting supports deep purpose and fulfilment (eudaimonia).,Eudiamonia,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am often in a cheerful mood because of my surroundings.,Cheerful mood,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I'm surrounded by people who value truth and honesty.,Belief in truth,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My wellbeing overall feels supported by my environment.,Wellbeing (overall),Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Unemployment around me affects my financial or emotional stability.,Unemployment,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have someone I can talk to when I need support.,Someone to talk to,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel I am treated fairly by people and systems.,Fairness,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
